model	dataset	trained	epoch_no	perturb_mec	sigma	epsilon	clip_norm	batch_size	num_images	restarts	OPTIM	cost_fn	indices	weights	scoring	init	tv	opt_score	psnr	test_mse	feat_mse	target_id	timing	dtype	val_acc	rec_img	gt_img
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0906	27.6824	0.0180	0.0001	4939	0:00:00.366295	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0640	27.0037	0.0210	0.0001	8882	0:00:00.993987	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1005	25.6283	0.0288	0.0005	779	0:00:04.865831	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0535	26.8856	0.0216	0.0001	5644	0:00:00.363663	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0992	26.7232	0.0224	0.0001	1019	0:00:00.347986	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0682	28.4877	0.0149	0.0001	418	0:00:00.317588	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0428	29.1702	0.0128	0.0001	8950	0:00:00.435724	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0589	28.7700	0.0140	0.0001	5600	0:00:00.347972	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0784	25.5671	0.0292	0.0002	280	0:00:41.562797	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1119	26.2225	0.0251	0.0004	7167	0:00:01.124720	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0643	26.9095	0.0215	0.0002	5530	0:00:00.322593	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0458	28.1918	0.0160	0.0001	8521	0:00:00.292853	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0743	29.1740	0.0127	0.0000	234	0:00:00.361548	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0514	28.9959	0.0133	0.0001	358	0:00:00.337227	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0667	27.9156	0.0170	0.0000	7966	0:00:04.367821	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0875	31.8429	0.0069	0.0000	4589	0:00:00.228085	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0795	28.7020	0.0142	0.0001	8859	0:00:00.282719	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0541	27.9401	0.0169	0.0000	1808	0:00:00.350924	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0884	27.9152	0.0170	0.0000	9963	0:00:00.301868	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	400000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0903	27.1807	0.0202	0.0000	2825	0:00:00.361536	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.2065	28.1806	0.0160	0.0000	980	0:00:04.661404	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1100	24.8738	0.0343	0.0004	2462	0:00:00.482341	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.2451	23.4332	0.0478	0.0003	3278	0:00:00.371320	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1779	28.8819	0.0136	0.0001	5322	0:00:00.185085	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.2194	29.6887	0.0113	0.0001	8724	0:00:00.300790	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	200000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.1995	27.1561	0.0203	0.0000	8146	0:00:00.335483	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.3951	21.1704	0.0805	0.0016	936	0:00:06.201152	torch.float32	0.4970483183860779		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.4984	22.1700	0.0639	0.0007	2612	0:00:00.927358	torch.float32	0.4966115951538086		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.5923	20.8831	0.0860	0.0002	1862	0:00:00.587762	torch.float32	0.4985141158103943		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.4740	20.7243	0.0892	0.0007	1127	0:00:00.317855	torch.float32	0.49693286418914795		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.4521	19.8547	0.1089	0.0026	3879	0:00:00.339652	torch.float32	0.4958686828613281		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.4824	20.9552	0.0845	0.0009	3231	0:00:00.331688	torch.float32	0.4954018294811249		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.3546	25.1373	0.0323	0.0001	5523	0:00:08.032134	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.3855	27.0536	0.0208	0.0001	8825	0:00:00.710995	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.3308	26.5003	0.0236	0.0001	8660	0:00:00.895573	torch.float32	1.0		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.2845	26.6193	0.0229	0.0001	7966	0:00:20.874078	torch.float32	0.9995130300521851		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.3357	27.9843	0.0168	0.0001	6046	0:00:56.955750	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.3351	25.9352	0.0269	0.0001	9914	0:00:15.724496	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.3616	26.6105	0.0230	0.0001	270	0:00:23.504889	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.4424	26.8275	0.0219	0.0001	370	0:00:13.626582	torch.float32	0.9990060329437256		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.4390	23.8454	0.0435	0.0001	3239	0:00:30.206340	torch.float32	0.9990161061286926		
mnist mlp	MNIST	False	2	ALG_rLapPGrad15	1e-05	100000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.4406	25.9504	0.0268	0.0001	7130	0:00:29.278668	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	1	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0517	46.3202	0.0002	0.0001	4873	0:01:05.135643	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0800	39.2460	0.0013	0.0000	2239	0:01:27.766862	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0125	38.6683	0.0014	0.0000	4154	0:02:29.346681	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0381	36.7718	0.0022	0.0000	9126	0:02:01.401964	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0328	38.4517	0.0015	0.0001	566	0:03:39.976150	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0280	42.2846	0.0006	0.0000	5458	0:02:50.127115	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0076	34.5553	0.0037	0.0001	6296	0:05:28.935571	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0479	35.7734	0.0028	0.0000	9633	0:03:11.275494	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0180	33.0421	0.0052	0.0001	7741	0:04:26.196885	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0171	34.7600	0.0035	0.0001	7120	0:04:38.511508	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0623	35.8137	0.0028	0.0000	537	0:03:44.904519	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0756	37.1132	0.0020	0.0000	3919	0:03:46.324100	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0238	35.7594	0.0028	0.0001	4974	0:06:23.303401	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0372	29.7833	0.0111	0.0003	5985	0:06:38.905519	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0156	42.2195	0.0006	0.0000	5312	0:05:15.004476	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0581	32.9284	0.0054	0.0000	1490	0:03:43.883967	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0175	36.8210	0.0022	0.0001	6495	0:05:12.236666	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0095	42.3028	0.0006	0.0000	1985	0:08:09.884809	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0755	35.8558	0.0027	0.0000	1316	0:03:45.218288	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0077	37.9577	0.0017	0.0000	289	0:08:09.285751	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0379	36.9459	0.0021	0.0000	4701	0:03:43.878186	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0239	32.1354	0.0064	0.0001	10	0:06:38.762283	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0550	37.2219	0.0020	0.0000	4042	0:03:45.571781	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0197	39.4613	0.0012	0.0000	1454	0:05:14.193534	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0109	46.1990	0.0003	0.0000	1846	0:06:41.823241	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0384	36.5599	0.0023	0.0001	7375	0:05:07.681921	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0464	40.1963	0.0010	0.0000	1696	0:03:29.966331	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0065	35.6486	0.0029	0.0001	8624	0:07:55.494907	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0414	34.1195	0.0041	0.0002	5608	0:07:55.417427	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0157	36.7421	0.0022	0.0000	9136	0:05:01.274853	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0081	41.8787	0.0007	0.0000	4779	0:03:42.121016	torch.float32	1.0		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0153	38.9758	0.0013	0.0000	5302	0:05:02.748847	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0362	24.5482	0.0370	0.0001	5069	0:06:24.850227	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0394	37.0751	0.0021	0.0000	4731	0:03:43.779607	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0080	41.4380	0.0008	0.0000	5569	0:06:29.128055	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0042	49.6004	0.0001	0.0000	2245	0:03:36.404920	torch.float32	1.0		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0290	40.0290	0.0010	0.0000	3332	0:05:09.128273	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0439	38.4747	0.0015	0.0001	3850	0:05:03.431629	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0197	33.8861	0.0043	0.0001	7947	0:07:59.606596	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0131	27.6108	0.0183	0.0002	9983	0:05:08.351519	torch.float32	1.0		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0182	37.6776	0.0018	0.0000	4905	0:06:28.913759	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0023	48.8276	0.0001	0.0000	1494	0:03:37.851160	torch.float32	1.0		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0142	27.2638	0.0198	0.0002	8746	0:07:58.924664	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0454	34.8957	0.0034	0.0001	7708	0:06:38.989828	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	5	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0175	34.8400	0.0035	0.0000	9578	0:05:11.374579	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0012	52.8403	0.0001	0.0000	4263	0:03:38.660193	torch.float32	1.0		
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0024	40.8936	0.0009	0.0000	1251	0:05:06.757609	torch.float32	1.0		
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0023	42.6483	0.0006	0.0000	765	0:06:31.386781	torch.float32	1.0		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0077	44.1142	0.0004	0.0000	2680	0:06:33.486800	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0045	45.9942	0.0003	0.0000	3278	0:03:33.317349	torch.float32	1.0		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0143	38.9413	0.0013	0.0000	9886	0:07:56.771020	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0134	40.8515	0.0009	0.0001	7947	0:06:30.962923	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0254	34.7089	0.0036	0.0002	1460	0:07:50.430935	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0013	40.7416	0.0009	0.0000	4395	0:04:46.167226	torch.float32	1.0		
mnist mlp	MNIST	False	3	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0113	36.6654	0.0023	0.0000	3619	0:03:14.266397	torch.float32	1.0		
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0269	23.4376	0.0477	0.0007	7925	0:05:58.182181	torch.float32	1.0		
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0090	33.6091	0.0046	0.0001	737	0:07:21.661855	torch.float32	1.0		
mnist mlp	MNIST	False	7	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0179	37.4384	0.0019	0.0001	5363	0:05:30.297220	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0085	39.2243	0.0013	0.0000	1761	0:03:57.366474	torch.float32	1.0		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0121	36.6917	0.0023	0.0001	5770	0:06:25.902679	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0115	31.6036	0.0073	0.0000	7770	0:06:13.248959	torch.float32	0.9999096393585205		
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0009	49.7914	0.0001	0.0000	2646	0:04:19.224403	torch.float32	1.0		
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0086	34.2281	0.0040	0.0000	3877	0:02:46.725691	torch.float32	1.0		
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0104	35.4412	0.0030	0.0000	4341	0:04:55.071542	torch.float32	1.0		
mnist mlp	MNIST	False	9	ALG_rLapPGrad15	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0139	37.9042	0.0017	0.0000	9874	0:04:12.419253	torch.float32	0.9999598264694214		
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0129	30.7609	0.0088	0.0001	7539	0:03:13.736183	torch.float32	1.0		
mnist mlp	MNIST	False	5	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0027	41.6101	0.0007	0.0000	8208	0:02:23.426296	torch.float32	1.0		
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0467	27.5546	0.0185	0.0009	9647	0:03:27.831368	torch.float32	1.0		
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0011	49.9403	0.0001	0.0000	2406	0:02:23.185308	torch.float32	1.0		
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0230	29.9697	0.0106	0.0001	6865	0:02:55.434859	torch.float32	1.0		
mnist mlp	MNIST	False	7	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0047	44.4610	0.0004	0.0000	6050	0:02:23.427329	torch.float32	1.0		
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0044	31.6611	0.0072	0.0002	5785	0:02:34.040174	torch.float32	1.0		
mnist mlp	MNIST	False	9	ALG_rGaussAWeig19	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0167	35.8345	0.0027	0.0001	9785	0:02:30.713205	torch.float32	1.0		
resnet34	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0376	8.5169	2.2409	4.9371	5803	1:01:46.538347	torch.float32	1.0		
resnet34	CIFAR10	False	7	ALG_No_Weig	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0356	9.5813	1.7538	0.5967	5109	1:36:17.544210	torch.float32	1.0		
resnet34	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0483	8.1358	2.4464	15.7465	8793	1:12:44.719849	torch.float32	1.0		
resnet34	CIFAR10	False	7	ALG_No_Weig	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0220	14.4181	0.5758	0.0758	2872	1:36:22.547601	torch.float32	1.0		
resnet34	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0476	11.6342	1.0932	52.9464	3932	1:12:43.017221	torch.float32	1.0		
resnet34	CIFAR10	False	5	ALG_rGaussAGrad16	1e-05	300000.0	4	50	1	1	ours	sim	def	equal	loss	randn	0.0001	0.0440	10.3864	1.4570	8.4873	968	1:12:42.374550	torch.float32	1.0		
